Smiles,Source
COc1c(cccc1C(F)(F)F)c2cnc[nH]2,Enamine
FC(F)(F)c1cc(Cl)ccc1c2cnc[nH]2,Enamine
FC(F)(F)c1ccncc1c2cnc[nH]2,Enamine
FC(F)(F)c1cccnc1c2cnc[nH]2,Enamine
FC(F)(F)Oc1ccc(cc1Cl)c2cnc[nH]2,Enamine
FC1(F)CC(C1)c2cnc[nH]2,Enamine
COc1ccc(c2cnc[nH]2)c(c1)C(F)(F)F,Enamine
FC(F)(F)CCc1cnc[nH]1,Enamine
FC1(F)CCC(CC1)c2cnc[nH]2,Enamine
FC(F)(F)C(=O)Cc1cnc[nH]1,Enamine
Cc1cc(ccc1c2cnc[nH]2)C(F)(F)F,Enamine
CC(c1ccc(cc1)C(F)(F)F)c2cnc[nH]2,Enamine
FC(F)(F)c1ccc(cc1)c2ccccc2c3cnc[nH]3,Enamine
FC(F)(F)C(=O)c1scnc1C2CC2,Enamine
FC(F)(F)C(=O)Cc1scnc1C2CC2,Enamine
Cn1nc(cc1c2cnc[nH]2)C(F)(F)F,Enamine
FC(F)(F)C(=O)c1ocnc1,Enamine
FC(F)(F)C(=O)Cc1ocnc1,Enamine
FC(F)(F)c1cnc(Cl)c(c1)c2cnc[nH]2,Enamine
FC(F)(F)c1ncccc1c2cnc[nH]2,Enamine
Cn1nc(c(c1Cl)c2cnc[nH]2)C(F)(F)F,Enamine
FC(F)(F)C(=O)Cc1cscn1,Enamine
FC(F)(F)Sc1cccc(c1)c2cnc[nH]2,Enamine
COc1ccc(cc1c2cnc[nH]2)C(F)(F)F,Enamine
FC(F)(F)c1cc(Cl)cc(c1)c2cnc[nH]2,Enamine
COc1ccc(cc1C(F)(F)F)c2cnc[nH]2,Enamine
Cn1cc(c2cnc[nH]2)c(n1)C(F)(F)F,Enamine
FC(F)(F)C(F)(F)c1cccc(c1)c2cnc[nH]2,Enamine
FC(F)(F)c1ccc(s1)c2cnc[nH]2,Enamine
Cc1ncsc1C(=O)C(F)(F)F,Enamine
Cc1ncsc1CC(=O)C(F)(F)F,Enamine
FC(F)(F)C(F)(F)c1ccc(cc1)c2cnc[nH]2,Enamine
FC(F)(F)C(=O)c1cncs1,Enamine
Cc1cc(Cl)ccc1c2cnc[nH]2,Enamine
Cc1ccc(Cl)c(c1)c2cnc[nH]2,Enamine
Clc1cnccc1c2cnc[nH]2,Enamine
Clc1cc(cc(Cl)n1)c2cnc[nH]2,Enamine
COc1cc(ccc1Cl)c2cnc[nH]2,Enamine
COc1cc(Cl)cc(c1OC)c2cnc[nH]2,Enamine
Fc1cc(Cl)cc(c1)c2cnc[nH]2,Enamine
Clc1cncc(Cl)c1c2cnc[nH]2,Enamine
Cc1nn(C)c(Cl)c1c2cnc[nH]2,Enamine
Fc1ncc(Cl)cc1c2cnc[nH]2,Enamine
Clc1ccsc1c2cnc[nH]2,Enamine
Fc1ccc(c(Cl)c1)c2cnc[nH]2,Enamine
Clc1cc(c(Cl)nn1)c2cnc[nH]2,Enamine
Clc1cc(Cl)c(c(Cl)c1)c2cnc[nH]2,Enamine
Clc1cc(Cl)c(cn1)c2cnc[nH]2,Enamine
Cc1cccc(Cl)c1c2cnc[nH]2,Enamine
COc1ccc(c(Cl)c1OC)c2cnc[nH]2,Enamine
Clc1cc(cnc1Cl)c2cnc[nH]2,Enamine
Cc1ccc(c(Cl)n1)c2cnc[nH]2,Enamine
Fc1ccc(c(F)c1Cl)c2cnc[nH]2,Enamine
COc1c(Cl)cccc1c2cnc[nH]2,Enamine
Clc1ncnc(Cl)c1c2cnc[nH]2,Enamine
Fc1cc(Cl)ccc1c2cnc[nH]2,Enamine
COc1cc(Cl)ccc1c2cnc[nH]2,Enamine
COc1nccc(Cl)c1c2cnc[nH]2,Enamine
Brc1cc2OCOc2cc1c3cnc[nH]3,Enamine
Clc1nc2ccccc2cc1c3cnc[nH]3,Enamine
Fc1cc(c(Cl)nc1Cl)c2cnc[nH]2,Enamine
Clc1csc(c1)c2cnc[nH]2,Enamine
Fc1ccc(F)c(c1Cl)c2cnc[nH]2,Enamine
Clc1ccc2cccnc2c1c3cnc[nH]3,Enamine
Clc1ccc(nc1)c2cnc[nH]2,Enamine
Fc1ccc(Cl)c(c1)c2cnc[nH]2,Enamine
Clc1ccc2sc(cc2n1)c3cnc[nH]3,Enamine
COC(=O)c1ccc(cc1Cl)c2cnc[nH]2,Enamine
Cc1ccc(c(Cl)c1)c2cnc[nH]2,Enamine
Clc1ncc(s1)c2cnc[nH]2,Enamine
CCOc1ccc(Cl)cc1c2cnc[nH]2,Enamine
Cc1cc(cc(Cl)n1)c2cnc[nH]2,Enamine
Clc1cccc(n1)c2cnc[nH]2,Enamine
Fc1c(Cl)cccc1c2cnc[nH]2,Enamine
C(C1CC1)n2cc(nn2)c3cnc[nH]3,Enamine
Cc1cc(F)c(c(F)c1)c2cnc[nH]2,Enamine
CCc1ccsc1c2cnc[nH]2,Enamine
CN(C)c1ccc(F)cc1c2cnc[nH]2,Enamine
COC(=O)c1ccc(OC)c(c1)c2cnc[nH]2,Enamine
CC1(C)CCCC(C1)c2cnc[nH]2,Enamine
CC1(C)CCc2cc(ccc2O1)c3cnc[nH]3,Enamine
CC(C)C1CCC(CC1)c2cnc[nH]2,Enamine
CCn1ccnc1c2cnc[nH]2,Enamine
Cc1ccsc1c2cnc[nH]2,Enamine
Fc1cccc(OCCc2cnc[nH]2)c1,Enamine
C1CC1c2ccc(cc2)c3cnc[nH]3,Enamine
CCn1cc(cn1)c2cnc[nH]2,Enamine
Cc1cc(c2cnc[nH]2)n(C)n1,Enamine
Clc1ccc(c(Br)c1)c2cnc[nH]2,Enamine
Brc1ccc(cc1c2cnc[nH]2)C#N,Enamine
C(c1ccccc1)n2cc(cn2)c3cnc[nH]3,Enamine
FC(F)(F)c1cccc(Cl)c1c2cnc[nH]2,Enamine
FC(F)(F)c1cnccc1c2cnc[nH]2,Enamine
CCOC(=O)[C@@H]1C[C@H]1c2cccc3ncsc23,Enamine
CSc1cc(ccn1)C(=O)OCc2scnc2C,Enamine
CSc1ccc(cn1)C(=O)OCCc2scnc2C,Enamine
C#CCN(Cc1cncs1)C2CSC2,Enamine
CCOC(=O)C1CC1c2cccc3ncsc23,Enamine
CCc1ocnc1,Enamine
C1CCC(CC1)c2cnc[nH]2,Enamine
COCCOCc1ocnc1,Enamine
FC(F)(F)c1ccc2ncsc2c1,Enamine
Fc1cccc(c1)c2cnc[nH]2,Enamine
Fc1ccccc1c2cnc[nH]2,Enamine
C1COC(C1)c2ocnc2,Enamine
C1CCC(CC1)c2ocnc2,Enamine
Cc1ncsc1c2cc(Br)c(C)s2,Enamine
Cc1cc(ccn1)c2scnc2C,Enamine
CCn1cc(cn1)c2scnc2C,Enamine
Cc1ncsc1c2cnn(C)c2,Enamine
CCCCc1scnc1C,Enamine
Cc1ncsc1c2ccsc2,Enamine
CC(C)Cc1scnc1C,Enamine
Cc1ncsc1c2ccc(Br)cc2,Enamine
Cc1ncsc1c2cccc(Br)c2,Enamine
Cc1ncsc1c2cccc(F)c2,Enamine
Cc1ncsc1c2cncnc2,Enamine
Cc1ncsc1c2ccc(F)nc2,Enamine
CCn1ccnc1c2scnc2C,Enamine
Cc1ncsc1c2cccnn2,Enamine
Cc1coc(n1)c2scnc2C,Enamine
Cc1ncsc1c2nccn2C,Enamine
Cc1ncsc1c2nccs2,Enamine
Cc1ncsc1c2ncccn2,Enamine
Cc1ncsc1c2cnccn2,Enamine
Cc1ncsc1c2cncs2,Enamine
Cc1cnc(nc1)c2scnc2C,Enamine
CCn1ncnc1c2scnc2C,Enamine
Cc1ccnc(n1)c2scnc2C,Enamine
Cc1cc(cc(F)n1)c2cncs2,Enamine
Cc1sc(cc1Br)c2cocn2,Enamine
CC(=O)c1cccc(c1)c2cocn2,Enamine
CC(=O)c1ccc(cc1)c2cocn2,Enamine
Fc1ccc(cn1)c2cocn2,Enamine
CC(=O)c1cccc(c1)c2cnc[nH]2,Enamine
CC(=O)c1cccc(c1)c2cscn2,Enamine
CC(=O)c1ccc(cc1)c2cscn2,Enamine
Fc1ccc(cn1)c2cscn2,Enamine
CCOC(=O)c1cc(n[nH]1)c2cscn2,Enamine
CCOC(=O)C#Cc1[nH]cnc1CC,Enamine
CCc1nc[nH]c1C#CC(=O)OC,Enamine
c1c[nH]cn1,Enamine
N#Cc1nc[nH]c1C#N,Enamine
Clc1nc[nH]c1Cl,Enamine
c1ccc(cc1)c2cnc[nH]2,Enamine
c1cscn1,Enamine
Cc1ncsc1C,Enamine
Cc1ncsc1C=C,Enamine
Cc1cscn1,Enamine
Clc1nc(Cl)c2[nH]cnc2n1,Enamine
Clc1ncnc2nc[nH]c12,Enamine
CN(C)c1ncnc2nc[nH]c12,Enamine
c1cnc2nc[nH]c2c1,Enamine
c1ccc2[nH]c(nc2c1)c3cscn3,Enamine
o1cnc2ccccc12,Enamine
o1ccnc1,Enamine
CCOC(=O)c1nc[nH]c1C,Enamine
Ic1ncnc2nc[nH]c12,Enamine
Brc1cnc[nH]1,Enamine
COC(=O)c1nc[nH]c1C(=O)OC,Enamine
c1cc2nc[nH]c2cn1,Enamine
C=Cc1cnc[nH]1,Enamine
CCOC(=O)c1ocnc1C,Enamine
o1cncc1c2ccccc2,Enamine
CCOC(=O)c1ncoc1c2ccccc2,Enamine
Cc1ccc(cc1)c2ocnc2,Enamine
o1cncc1c2ccncc2,Enamine
Brc1nc[nH]c1Br,Enamine
N#Cc1ncoc1c2ccccc2,Enamine
CCOC(=O)c1ncoc1C(C)(C)C,Enamine
CCOC(=O)c1ncoc1C,Enamine
CC(=CCN1C=NC(=N)c2[nH]cnc12)C,Enamine
N#Cc1cscn1,Enamine
Clc1ncc2[nH]cnc2n1,Enamine
Cc1nc2nc[nH]c2cc1Br,Enamine
COCCc1cnc[nH]1,Enamine
Cc1ccc2ocnc2c1,Enamine
Clc1ccc2ocnc2c1,Enamine
N#Cc1cnc[nH]1,Enamine
Cc1[nH]cnc1C#N,Enamine
Cc1nc(Cl)c2[nH]cnc2n1,Enamine
c1c[nH]cn1,Enamine
Fc1ccc(cc1)c2cnc[nH]2,Enamine
Brc1cnc2nc[nH]c2c1,Enamine
C1CN(CCO1)c2ncnc3nc[nH]c23,Enamine
CCOC(=O)c1scnc1C,Enamine
C1CCc2[nH]cnc2C1,Enamine
Cc1[nH]cnc1c2ccc(Cl)cc2,Enamine
O=C(c1ccccc1)c2cnc[nH]2,Enamine
FC(F)(F)C(=O)c1cnc[nH]1,Enamine
COc1cccc(c1)c2cnc[nH]2,Enamine
Cc1ncoc1C#N,Enamine
Clc1ncc(Br)c2nc[nH]c12,Enamine
Cc1ccc2ncsc2c1,Enamine
Ic1cnc[nH]1,Enamine
Clc1ccc2[nH]cnc2n1,Enamine
Cc1nc[nH]c1C,Enamine
c1cncc(c1)c2cnc[nH]2,Enamine
Cc1cccc(Cc2cnc[nH]2)c1C,Enamine
CN(C)CCc1cnc[nH]1,Enamine
Cc1[nH]cnc1c2ccccc2,Enamine
Cc1cnc[nH]1,Enamine
C1CCN(C1)c2ncnc3nc[nH]c23,Enamine
Fc1nc(Cl)c2[nH]cnc2n1,Enamine
Brc1ccccc1c2cscn2,Enamine
Brc1cccc(c1)c2cscn2,Enamine
Brc1ccc(cc1)c2cscn2,Enamine
Fc1ccc(cc1)c2cscn2,Enamine
Fc1ccccc1c2cscn2,Enamine
CCOC(=O)Cc1cscn1,Enamine
Brc1ccc2ncoc2c1,Enamine
Brc1ccc(cc1)c2cnc[nH]2,Enamine
CCOc1ccc(cc1)c2cnc[nH]2,Enamine
c1ccn2cncc2c1,Enamine
C1CCc2scnc2C1,Enamine
CC(=O)c1cscn1,Enamine
CCOC(=O)c1cscn1,Enamine
c1nc2scnc2s1,Enamine
COC(=O)CCc1cnc[nH]1,Enamine
CCOC(=O)c1ocnc1,Enamine
CCOC(=O)c1cocn1,Enamine
Brc1ccc2ncsc2c1,Enamine
Brc1ncnc2nc[nH]c12,Enamine
COC(=O)c1cnc[nH]1,Enamine
CCOC(=O)c1cncs1,Enamine
COC(=O)c1cscn1,Enamine
Brc1cscn1,Enamine
Fc1ccc2ncsc2c1,Enamine
N#Cc1ccc2ncsc2c1,Enamine
Fc1ccc2scnc2c1,Enamine
COc1ccc2scnc2c1,Enamine
Brc1ncn2ccccc12,Enamine
N#Cc1cncs1,Enamine
CC(c1cnc[nH]1)c2cccc(C)c2C,Enamine
Brc1cnc2scnc2c1,Enamine
Brc1cnc2ocnc2c1,Enamine
C1CC1c2cscn2,Enamine
FC(F)(F)c1cscn1,Enamine
FC(F)(F)c1cccc(c1)c2cscn2,Enamine
C1CC1c2cscn2,Enamine
Cc1ccc2[nH]cnc2n1,Enamine
C[C@H](c1cnc[nH]1)c2cccc(C)c2C,Enamine
Cc1nc[nH]c1I,Enamine
Brc1cncs1,Enamine
N#Cc1cocn1,Enamine
Cc1ncn2ncnc(Cl)c12,Enamine
Brc1cccc2ncoc12,Enamine
Brc1cccc2ocnc12,Enamine
Brc1ccccc1c2cnc[nH]2,Enamine
CC(=O)c1cncs1,Enamine
Ic1cscn1,Enamine
Ic1cncs1,Enamine
FC(F)(F)c1nc(Cl)nc2nc[nH]c12,Enamine
Fc1ccc2ocnc2c1,Enamine
Cc1cc(C)c(Cc2cnc[nH]2)c(C)c1,Enamine
CC(c1cccc(c1)C#N)c2cnc[nH]2,Enamine
C1Cc2ccccc2C1c3cnc[nH]3,Enamine
Cc1cccc(C)c1Cc2cnc[nH]2,Enamine
c1ccc(nc1)c2cnc[nH]2,Enamine
c1cc(ccn1)c2cnc[nH]2,Enamine
Fc1ccc(cn1)c2cnc[nH]2,Enamine
COc1ccc(cn1)c2cnc[nH]2,Enamine
Cc1ccc(cn1)c2cnc[nH]2,Enamine
C(Cc1cnc[nH]1)c2ccccc2,Enamine
Fc1ccc(CCc2cnc[nH]2)cc1,Enamine
Brc1cccc(CCc2cnc[nH]2)c1,Enamine
Brc1ccc(CCc2cnc[nH]2)cc1,Enamine
C(Cc1cnc[nH]1)c2ccsc2,Enamine
CN1CCC(CC1)c2cnc[nH]2,Enamine
Brc1cccc(c1)c2cnc[nH]2,Enamine
Clc1cccc(c1)c2cnc[nH]2,Enamine
Clc1ccccc1c2cnc[nH]2,Enamine
N#Cc1ccccc1c2cnc[nH]2,Enamine
N#Cc1cccc(c1)c2cnc[nH]2,Enamine
N#Cc1ccc(cc1)c2cnc[nH]2,Enamine
Cc1ccccc1c2cnc[nH]2,Enamine
Cc1cccc(c1)c2cnc[nH]2,Enamine
COc1ccccc1c2cnc[nH]2,Enamine
FC(F)(F)Oc1ccccc1c2cnc[nH]2,Enamine
FC(F)(F)Oc1cccc(c1)c2cnc[nH]2,Enamine
FC(F)(F)Oc1ccc(cc1)c2cnc[nH]2,Enamine
FC(F)(F)c1cccc(c1)c2cnc[nH]2,Enamine
FC(F)(F)c1ccccc1c2cnc[nH]2,Enamine
Fc1cccc(c1F)c2cnc[nH]2,Enamine
Fc1ccc(c(F)c1)c2cnc[nH]2,Enamine
Fc1ccc(F)c(c1)c2cnc[nH]2,Enamine
Fc1cccc(F)c1c2cnc[nH]2,Enamine
Fc1ccc(cc1F)c2cnc[nH]2,Enamine
Fc1cc(F)cc(c1)c2cnc[nH]2,Enamine
Clc1cccc(c1Cl)c2cnc[nH]2,Enamine
Clc1ccc(c(Cl)c1)c2cnc[nH]2,Enamine
Clc1ccc(Cl)c(c1)c2cnc[nH]2,Enamine
Clc1cccc(Cl)c1c2cnc[nH]2,Enamine
Clc1ccc(cc1Cl)c2cnc[nH]2,Enamine
Clc1cc(Cl)cc(c1)c2cnc[nH]2,Enamine
COc1cc(OC)c(c(OC)c1)c2cnc[nH]2,Enamine
COc1cccc(OC)c1c2cnc[nH]2,Enamine
COc1ccc(OC)c(c1)c2cnc[nH]2,Enamine
COc1ccc(c(OC)c1)c2cnc[nH]2,Enamine
c1ccc2nc(ccc2c1)c3cnc[nH]3,Enamine
COc1cccc(c1OC)c2cnc[nH]2,Enamine
COc1ccc(cc1OC)c2cnc[nH]2,Enamine
COc1cc(OC)cc(c1)c2cnc[nH]2,Enamine
FC(F)(F)c1cc(cc(c1)C(F)(F)F)c2cnc[nH]2,Enamine
C1Oc2ccc(cc2O1)c3cnc[nH]3,Enamine
COc1ccc(c(F)c1)c2cnc[nH]2,Enamine
COc1ccc(cc1F)c2cnc[nH]2,Enamine
Cc1ccc(cc1F)c2cnc[nH]2,Enamine
COc1cc(C)ccc1c2cnc[nH]2,Enamine
FC(F)(F)c1ccc(Cl)c(c1)c2cnc[nH]2,Enamine
Fc1ccc(F)c(c1F)c2cnc[nH]2,Enamine
Fc1c(cccc1C(F)(F)F)c2cnc[nH]2,Enamine
Fc1cc(ccc1c2cnc[nH]2)C(F)(F)F,Enamine
Fc1ccc(cc1c2cnc[nH]2)C(F)(F)F,Enamine
Fc1ccc(c(c1)c2cnc[nH]2)C(F)(F)F,Enamine
Fc1cc(cc(c1)C(F)(F)F)c2cnc[nH]2,Enamine
Fc1cc(ccc1C(F)(F)F)c2cnc[nH]2,Enamine
Fc1ccc(cc1C(F)(F)F)c2cnc[nH]2,Enamine
Fc1ccc(c2cnc[nH]2)c(c1)C(F)(F)F,Enamine
Fc1ccc(cc1Br)c2cnc[nH]2,Enamine
Fc1ccc(cc1Cl)c2cnc[nH]2,Enamine
Fc1ccc(Cl)c(F)c1c2cnc[nH]2,Enamine
Fc1cc(c(Cl)cc1Cl)c2cnc[nH]2,Enamine
Fc1cccc(Cl)c1c2cnc[nH]2,Enamine
C(=Cc1cnc[nH]1)c2ccccc2,Enamine
Fc1ccc(C=Cc2cnc[nH]2)cc1,Enamine
c1cnc2[nH]cnc2n1,Enamine
Cc1ocnc1,Enamine
Clc1nccc2[nH]cnc12,Enamine
Brc1cncc2ncoc12,Enamine
Fc1cccc2ocnc12,Enamine
CC(=O)c1scnc1C,Enamine
CC(=O)c1cnc[nH]1,Enamine
Clc1cscn1,Enamine
CC(=O)c1cccc2ncoc12,Enamine
Clc1ccnc2nc[nH]c12,Enamine
Clc1nc(Cl)c2ncsc2n1,Enamine
Brc1cnc2nc[nH]c2c1,Enamine
Clc1cc2[nH]cnc2c(Cl)n1,Enamine
COC(=O)Cc1cncs1,Enamine
Brc1cncc2[nH]cnc12,Enamine
Fc1cnc[nH]1,Enamine
CC(C)c1cscn1,Enamine
C(C1CCCCC1)c2cnc[nH]2,Enamine
Brc1cnc2nc[nH]c2n1,Enamine
c1ccn2cncc2c1,Enamine
COC(=O)c1scnc1Cl,Enamine
Fc1ccc2ncoc2c1,Enamine
Fc1ccc2ocnc2c1,Enamine
Clc1ccc2ncoc2c1,Enamine
COc1ccc2ncoc2c1,Enamine
Fc1cccc2ncoc12,Enamine
CCOC(=O)c1nc[nH]c1Br,Enamine
c1ccc2c(c1)ncc3[nH]cnc23,Enamine
CCOC(=O)c1ncsc1Br,Enamine
C1Cc2ncsc2C1,Enamine
c1cnc2cncn2c1,Enamine
Clc1cccc2scnc12,Enamine
Brc1cncc2[nH]cnc12,Enamine
Clc1ncnc2nc[nH]c12,Enamine
Clc1cncs1,Enamine
c1ccc(cc1)c2cscn2,Enamine
Cc1ocnc1C,Enamine
Cc1cocn1,Enamine
COC(=O)c1cccc2ocnc12,Enamine
COC(=O)c1cccc2cncn12,Enamine
CCOC(=O)c1ocnc1C(F)(F)F,Enamine
COc1ccc2ocnc2c1,Enamine
O=C1CCN(Cc2cscn2)CC1,Enamine
Brc1ccc(OCc2cscn2)cc1,Enamine
Fc1ccc2scnc2c1,Enamine
CC(C)(C)c1ccc2ncsc2c1,Enamine
o1cnc(c1)c2ccccc2,Enamine
Fc1ccc(cc1)c2cocn2,Enamine
Fc1cccc(c1)c2cocn2,Enamine
CCOC(=O)c1ocnc1CC,Enamine
C#Cc1ccc2ncsc2c1,Enamine
Brc1ccnc2nc[nH]c12,Enamine
c1ccc(cc1)c2cncs2,Enamine
Cc1scnc1C(F)(F)F,Enamine
Brc1cccc2ncsc12,Enamine
Brc1ccc(cc1)c2cncs2,Enamine
Cc1cocn1,Enamine
c1cnc2ncsc2c1,Enamine
SCc1cscn1,Enamine
Cc1ncsc1C,Enamine
CN1CCc2ncsc2C1,Enamine
Brc1ccc2[nH]cnc2n1,Enamine
FC(F)(F)c1[nH]cnc1Br,Enamine
CCOC(=O)c1nc[nH]c1C(F)(F)F,Enamine
Cc1ncsc1Br,Enamine
Cc1nc(Cl)cc(n1)c2cncs2,Enamine
Brc1ccc(nc1)c2cscn2,Enamine
CSc1ccc(cc1)c2cnc[nH]2,Enamine
CC(C)Cc1ccc(cc1)c2cnc[nH]2,Enamine
Fc1cccn2cncc12,Enamine
Clc1ccn2cncc2c1,Enamine
Clc1nccc2ocnc12,Enamine
CC(=O)c1ccc2ncsc2c1,Enamine
Cc1ccnc2nc[nH]c12,Enamine
FC(F)(F)c1nc[nH]c1C(F)(F)F,Enamine
c1csc(c1)c2cnc[nH]2,Enamine
C1Cc2ncsc2C1,Enamine
C[C@@H](c1cnc[nH]1)c2cccc(C)c2C,Enamine
COC(=O)c1ccc2scnc2c1,Enamine
CCOC(=O)c1ccc2scnc2c1,Enamine
Clc1scnc1C#N,Enamine
Cc1ncsc1C#N,Enamine
C1CCc2scnc2C1,Enamine
CC(C)c1cncs1,Enamine
COC(=O)c1ncnc2nc[nH]c12,Enamine
Brc1ocnc1,Enamine
CCOC(=O)c1ncoc1C(C)C,Enamine
COC(=O)c1cccc2ncsc12,Enamine
Brc1cnc2ncoc2c1,Enamine
Brc1cn2cncc2s1,Enamine
CC1(C)CC(=O)c2nc[nH]c2C1,Enamine
O=C1CCCc2[nH]cnc12,Enamine
COC(=O)C=Cc1cnc[nH]1,Enamine
C(N1CCc2ncsc2C1)c3ccccc3,Enamine
c1cnc2ncsc2c1,Enamine
Clc1ccc(cn1)c2cnc[nH]2,Enamine
Clc1ncccc1c2cnc[nH]2,Enamine
Cc1cc(ccn1)c2cnc[nH]2,Enamine
c1cnc(cn1)c2cnc[nH]2,Enamine
Cc1ccc(s1)c2cnc[nH]2,Enamine
Clc1ccc(s1)c2cnc[nH]2,Enamine
Brc1ccc(s1)c2cnc[nH]2,Enamine
CCc1cscn1,Enamine
c1cc(ccn1)c2cscn2,Enamine
Fc1cccc(c1)c2cscn2,Enamine
O=C1CCCc2ncsc12,Enamine
COC(=O)c1ncn2ccccc12,Enamine
Cc1scnc1Br,Enamine
CCOC(=O)c1ncoc1CC,Enamine
CCOC(=O)c1ncoc1c2scnc2C,Enamine
CCOC(=O)c1ncoc1c2cnn(C)c2,Enamine
CC(=O)COCCc1scnc1C,Enamine
CCc1cocn1,Enamine
CCc1ccc(cc1)c2cnc[nH]2,Enamine
Cc1ccc(cc1C)c2cnc[nH]2,Enamine
Cc1ccc(C)c(c1)c2cnc[nH]2,Enamine
Cc1ccc(c(C)c1)c2cnc[nH]2,Enamine
Cc1cc(ccc1F)c2cnc[nH]2,Enamine
C1Cc2ccc(cc2C1)c3cnc[nH]3,Enamine
Cc1cc(C)c(c(C)c1)c2cnc[nH]2,Enamine
COc1ccc(cc1C)c2cnc[nH]2,Enamine
COc1ccc(C)cc1c2cnc[nH]2,Enamine
COc1ccc(F)cc1c2cnc[nH]2,Enamine
CC(C)(C)c1ccc(cc1)c2cnc[nH]2,Enamine
C1COc2cc(ccc2O1)c3cnc[nH]3,Enamine
COc1cc(C)c(C)cc1c2cnc[nH]2,Enamine
COc1ccc(cc1Cl)c2cnc[nH]2,Enamine
COc1ccc(Cl)cc1c2cnc[nH]2,Enamine
COc1ccc(cc1Br)c2cnc[nH]2,Enamine
COc1ccc(Br)cc1c2cnc[nH]2,Enamine
CCOC(=O)c1ncoc1c2ccccc2OC,Enamine
CCOC(=O)c1ncoc1c2ccccc2F,Enamine
CCOC(=O)c1ncoc1c2cccc(F)c2,Enamine
CCOC(=O)c1ncoc1c2cc3CCCc3s2,Enamine
Cc1cc(Br)c2ocnc2c1,Enamine
Clc1cc(Br)cc2ncoc12,Enamine
Clc1cc(Br)cc2ocnc12,Enamine
CCCCc1cscn1,Enamine
Clc1ncnc2scnc12,Enamine
CCOC(=O)c1cc2scnc2[nH]1,Enamine
Brc1ccc(cc1)c2cocn2,Enamine
Clc1nnc(Cl)c2scnc12,Enamine
N#Cc1ccc2ocnc2c1,Enamine
C(C1CCCC1)c2cnc[nH]2,Enamine
COc1cccc2scnc12,Enamine
C#Cc1cncs1,Enamine
COCc1cnc[nH]1,Enamine
Cc1ocnc1C#N,Enamine
Cc1ocnc1Br,Enamine
Cc1ncoc1Br,Enamine
Brc1ocnc1c2ccccc2,Enamine
CCc1ncsc1Br,Enamine
Brc1scnc1C2CC2,Enamine
CCOC(=O)c1ncoc1c2ccnn2C,Enamine
CCOC(=O)c1ncoc1C2CCOCC2,Enamine
O=C(c1ccccc1)c2cscn2,Enamine
Brc1ccc2cncn2c1,Enamine
Cc1ncsc1c2nc3ncc(Br)cc3[nH]2,Enamine
Brc1ccn2cncc2c1,Enamine
Brc1cccn2cncc12,Enamine
Cc1nc(Cl)c2ncsc2n1,Enamine
C#Cc1cscn1,Enamine
FC(F)(F)c1ccc2[nH]cnc2n1,Enamine
C1Cc2nc[nH]c2CO1,Enamine
CC(=O)c1cocn1,Enamine
Cc1ncsc1c2ccncc2,Enamine
Fc1nccc2[nH]cnc12,Enamine
c1cnc2scnc2c1,Enamine
Brc1ccc(cn1)c2cnc[nH]2,Enamine
FC(F)(F)c1ccc(cn1)c2cnc[nH]2,Enamine
Brc1cncc(c1)c2cnc[nH]2,Enamine
COc1cncc(c1)c2cnc[nH]2,Enamine
Brc1ncccc1c2cnc[nH]2,Enamine
c1cc2scnc2cn1,Enamine
N#Cc1ccc(cc1)c2cscn2,Enamine
N#Cc1cccc(c1)c2cscn2,Enamine
CCOC(=O)c1noc(n1)c2cscn2,Enamine
CCOC(=O)c1noc(n1)c2scnc2C,Enamine
CCOC(=O)Cc1cnc[nH]1,Enamine
COc1cnc[nH]1,Enamine
CC(=O)c1ocnc1,Enamine
Brc1ncsc1C2CC2,Enamine
Clc1ncsc1Cl,Enamine
CC(C)(C)c1cnc[nH]1,Enamine
CCOC(=O)C1CCCc2scnc12,Enamine
CCC(=O)c1cscn1,Enamine
CC(=O)Cc1cscn1,Enamine
CC(=O)Cc1cncs1,Enamine
C=CC(=O)c1cncs1,Enamine
O=C1CCCc2scnc12,Enamine
C1Cc2ncsc2CO1,Enamine
Sc1cscn1,Enamine
Clc1ncsc1C#N,Enamine
CN(C)Cc1cncs1,Enamine
Fc1ccc(nc1)c2cnc[nH]2,Enamine
Ic1cocn1,Enamine
CCc1ocnc1,Enamine
CC(C)c1cnc[nH]1,Enamine
SCCc1cnc[nH]1,Enamine
CC(C)Cc1cnc[nH]1,Enamine
CCCc1cnc[nH]1,Enamine
CCC(C)(C)c1cnc[nH]1,Enamine
CSCc1cnc[nH]1,Enamine
CC(C)OCc1cnc[nH]1,Enamine
CCSCc1cnc[nH]1,Enamine
SCc1cnc[nH]1,Enamine
Cc1ncsc1c2ccc(Cl)cc2,Enamine
Cc1ncsc1c2cccnc2,Enamine
Cc1ncsc1c2cccs2,Enamine
Cc1ncsc1c2ccc(F)cc2,Enamine
Cc1ncsc1c2cccc(Cl)c2,Enamine
Cc1ncsc1c2ccc(Cl)cc2,Enamine
Cc1ncsc1c2cccc(Br)c2,Enamine
Fc1cccc2ncoc12,Enamine
Fc1cc2ocnc2cc1F,Enamine
Cc1cc(Br)cc2ncoc12,Enamine
Fc1cc(Br)cc2ncoc12,Enamine
CC(C)(C)c1cc(Br)cc2ncoc12,Enamine
c1cn2cncc2s1,Enamine
Ic1ncn2ccsc12,Enamine
